date,series_code,series_name,value,source
2022-06-13,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.51,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-14,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.56,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-14,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.62,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-15,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.38,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-15,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.48,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-16,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.31,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-16,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.41,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-17,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.32,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-17,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.41,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-20,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.37,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-20,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.46,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-21,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.4,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-21,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.51,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-22,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.31,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-22,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.41,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-23,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.16,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-23,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.29,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-24,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.19,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-24,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.32,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-27,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.24,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-27,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.38,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-28,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.22,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-28,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.35,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-29,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.17,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-29,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.29,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-30,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.1,Bank of Canada Valet API group: bond_yields_benchmark
2022-06-30,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.23,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-04,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.04,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-04,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.17,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-05,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.94,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-05,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.08,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-06,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.06,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-06,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.18,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-07,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.12,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-07,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.22,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-08,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.21,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-08,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.29,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-11,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.16,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-11,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.24,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-12,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.1,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-12,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.18,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-13,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.13,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-13,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.14,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-14,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.14,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-14,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.14,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-15,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.08,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-15,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.07,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-18,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.07,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-18,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.07,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-19,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.13,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-19,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.08,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-20,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.15,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-20,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.11,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-21,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.0,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-21,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.96,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-22,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.86,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-22,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.83,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-25,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.9,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-25,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.86,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-26,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.87,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-26,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.82,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-27,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.83,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-27,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.77,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-28,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.65,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-28,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.61,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-29,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.66,Bank of Canada Valet API group: bond_yields_benchmark
2022-07-29,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.61,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-02,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.8,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-02,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.71,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-03,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.85,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-03,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.71,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-04,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.79,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-04,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.66,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-05,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.9,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-05,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.74,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-08,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.87,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-08,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.68,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-09,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.91,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-09,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.71,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-10,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.85,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-10,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.67,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-11,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.94,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-11,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.78,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-12,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.91,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-12,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.74,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-15,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.88,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-15,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.7,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-16,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,2.95,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-16,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.75,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-17,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.05,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-17,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.85,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-18,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.06,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-18,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.84,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-19,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.13,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-19,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,2.94,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-22,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.19,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-22,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.0,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-23,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.21,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-23,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.04,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-24,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.27,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-24,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.1,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-25,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.23,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-25,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.01,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-26,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.25,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-26,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.02,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-29,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.31,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-29,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.08,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-30,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.32,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-30,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.06,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-31,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.34,Bank of Canada Valet API group: bond_yields_benchmark
2022-08-31,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.11,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-01,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.37,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-01,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.18,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-02,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.28,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-02,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.1,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-06,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.33,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-06,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.18,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-07,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.3,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-07,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.13,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-08,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.37,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-08,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.19,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-09,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.31,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-09,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.13,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-12,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.3,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-12,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.14,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-13,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.38,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-13,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.2,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-14,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.39,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-14,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.16,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-15,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.43,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-15,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.16,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-16,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.41,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-16,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.14,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-19,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.42,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-19,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.13,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-20,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.39,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-20,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.1,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-21,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.35,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-21,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.03,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-22,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.4,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-22,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.11,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-23,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.4,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-23,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.07,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-26,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.5,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-26,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.2,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-27,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.45,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-27,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.32,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-28,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.24,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-28,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.08,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-29,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.32,Bank of Canada Valet API group: bond_yields_benchmark
2022-09-29,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.16,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-03,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.28,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-03,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.14,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-04,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.27,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-04,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.12,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-05,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.42,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-05,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.27,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-06,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.49,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-06,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.32,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-07,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.55,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-07,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.38,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-11,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.62,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-11,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.48,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-12,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.57,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-12,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.43,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-13,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.59,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-13,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.41,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-14,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.64,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-14,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.47,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-17,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.6,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-17,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.42,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-18,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.51,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-18,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.34,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-19,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.71,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-19,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.55,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-20,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.84,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-20,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.66,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-21,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.73,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-21,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.6,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-24,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.71,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-24,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.57,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-25,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.66,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-25,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.48,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-26,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.41,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-26,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.28,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-27,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.33,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-27,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.19,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-28,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.38,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-28,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.23,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-31,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.43,Bank of Canada Valet API group: bond_yields_benchmark
2022-10-31,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.27,Bank of Canada Valet API group: bond_yields_benchmark
2022-11-01,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.43,Bank of Canada Valet API group: bond_yields_benchmark
2022-11-01,BD.CDN.10YR.DQ.YLD,10-year Government of Canada benchmark bond yield,3.25,Bank of Canada Valet API group: bond_yields_benchmark
2022-11-02,BD.CDN.5YR.DQ.YLD,5-year Government of Canada benchmark bond yield,3.48,Bank of Canada Valet API group: bond_yields_benchmark
