date,series_code,series_name,value,source
2025-08-19,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-20,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-21,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-22,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-25,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-26,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-27,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-28,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-08-29,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-01,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-02,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-03,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-04,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-05,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-08,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-09,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-10,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-11,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-12,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-15,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-16,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-17,V39079,Target overnight rate,2.75,Bank of Canada Valet API
2025-09-18,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-19,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-22,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-23,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-24,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-25,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-26,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-29,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-09-30,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-01,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-02,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-03,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-06,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-07,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-08,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-09,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-10,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-14,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-15,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-16,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-17,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-20,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-21,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-22,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-23,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-24,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-27,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-28,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-29,V39079,Target overnight rate,2.5,Bank of Canada Valet API
2025-10-30,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-10-31,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-04,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-06,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-07,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-10,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-11,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-13,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-14,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-17,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-18,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-20,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-21,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-24,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-25,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-26,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-27,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-11-28,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-01,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-04,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-08,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-09,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-10,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-11,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-15,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-16,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-17,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-18,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-22,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-23,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-24,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-29,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-30,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2025-12-31,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-01,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-06,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-07,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-08,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-09,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-13,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-14,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-15,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-16,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-20,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-21,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-22,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-23,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-26,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-27,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-28,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-29,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-01-30,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-04,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-06,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-09,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-10,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-11,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-13,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-16,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-17,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-18,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-20,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-23,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-24,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-25,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-26,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-02-27,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-04,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-06,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-09,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-10,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-11,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-13,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-16,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-17,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-18,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-20,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-23,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-24,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-25,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-26,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-27,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-30,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-03-31,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-01,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-06,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-07,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-08,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-09,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-10,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-13,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-14,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-15,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-16,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-17,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-20,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-21,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-22,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-24,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-27,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-28,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-29,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-04-30,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-01,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-04,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-06,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-07,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-08,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-11,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-13,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-14,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-15,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-18,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-20,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-21,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-22,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-25,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-26,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-27,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-28,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-05-29,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-01,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-04,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-05,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-08,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-09,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-10,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-11,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-12,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-15,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-16,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-17,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-18,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-19,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-22,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-23,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-24,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-25,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-26,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-29,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-06-30,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-07-01,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-07-02,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2026-07-03,V39079,Target overnight rate,2.25,Bank of Canada Valet API
2021-01-06,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-01-13,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-01-20,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-01-27,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-02-03,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-02-10,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-02-17,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-02-24,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-03-03,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-03-10,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-03-17,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-03-24,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-03-31,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-04-07,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-04-14,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-04-21,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-04-28,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-05-05,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-05-12,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-05-19,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-05-26,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-06-02,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-06-09,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-06-16,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-06-23,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-06-30,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-07-07,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-07-14,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-07-21,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-07-28,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-08-04,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-08-11,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-08-18,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-08-25,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-09-01,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-09-08,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-09-15,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-09-22,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-09-29,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-10-06,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-10-13,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-10-20,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-10-27,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-11-03,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-11-10,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-11-17,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-11-24,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-12-01,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-12-08,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-12-15,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-12-22,V80691311,Prime rate,2.45,Bank of Canada Valet API
2021-12-29,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-01-05,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-01-12,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-01-19,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-01-26,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-02-02,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-02-09,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-02-16,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-02-23,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-03-02,V80691311,Prime rate,2.45,Bank of Canada Valet API
2022-03-09,V80691311,Prime rate,2.7,Bank of Canada Valet API
2022-03-16,V80691311,Prime rate,2.7,Bank of Canada Valet API
2022-03-23,V80691311,Prime rate,2.7,Bank of Canada Valet API
2022-03-30,V80691311,Prime rate,2.7,Bank of Canada Valet API
2022-04-06,V80691311,Prime rate,2.7,Bank of Canada Valet API
2022-04-13,V80691311,Prime rate,2.7,Bank of Canada Valet API
2022-04-20,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-04-27,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-05-04,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-05-11,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-05-18,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-05-25,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-06-01,V80691311,Prime rate,3.2,Bank of Canada Valet API
2022-06-08,V80691311,Prime rate,3.7,Bank of Canada Valet API
2022-06-15,V80691311,Prime rate,3.7,Bank of Canada Valet API
2022-06-22,V80691311,Prime rate,3.7,Bank of Canada Valet API
2022-06-29,V80691311,Prime rate,3.7,Bank of Canada Valet API
2022-07-06,V80691311,Prime rate,3.7,Bank of Canada Valet API
2022-07-13,V80691311,Prime rate,3.7,Bank of Canada Valet API
2022-07-20,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-07-27,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-08-03,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-08-10,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-08-17,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-08-24,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-08-31,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-09-07,V80691311,Prime rate,4.7,Bank of Canada Valet API
2022-09-14,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-09-21,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-09-28,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-10-05,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-10-12,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-10-19,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-10-26,V80691311,Prime rate,5.45,Bank of Canada Valet API
2022-11-02,V80691311,Prime rate,5.95,Bank of Canada Valet API
2022-11-09,V80691311,Prime rate,5.95,Bank of Canada Valet API
2022-11-16,V80691311,Prime rate,5.95,Bank of Canada Valet API
2022-11-23,V80691311,Prime rate,5.95,Bank of Canada Valet API
2022-11-30,V80691311,Prime rate,5.95,Bank of Canada Valet API
2022-12-07,V80691311,Prime rate,5.95,Bank of Canada Valet API
2022-12-14,V80691311,Prime rate,6.45,Bank of Canada Valet API
2022-12-21,V80691311,Prime rate,6.45,Bank of Canada Valet API
2022-12-28,V80691311,Prime rate,6.45,Bank of Canada Valet API
2023-01-04,V80691311,Prime rate,6.45,Bank of Canada Valet API
2023-01-11,V80691311,Prime rate,6.45,Bank of Canada Valet API
2023-01-18,V80691311,Prime rate,6.45,Bank of Canada Valet API
2023-01-25,V80691311,Prime rate,6.45,Bank of Canada Valet API
2023-02-01,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-02-08,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-02-15,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-02-22,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-03-01,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-03-08,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-03-15,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-03-22,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-03-29,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-04-05,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-04-12,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-04-19,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-04-26,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-05-03,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-05-10,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-05-17,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-05-24,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-05-31,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-06-07,V80691311,Prime rate,6.7,Bank of Canada Valet API
2023-06-14,V80691311,Prime rate,6.95,Bank of Canada Valet API
2023-06-21,V80691311,Prime rate,6.95,Bank of Canada Valet API
2023-06-28,V80691311,Prime rate,6.95,Bank of Canada Valet API
2023-07-05,V80691311,Prime rate,6.95,Bank of Canada Valet API
2023-07-12,V80691311,Prime rate,6.95,Bank of Canada Valet API
2023-07-19,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-07-26,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-08-02,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-08-09,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-08-16,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-08-23,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-08-30,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-09-06,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-09-13,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-09-20,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-09-27,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-10-04,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-10-11,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-10-18,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-10-25,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-11-01,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-11-08,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-11-15,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-11-22,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-11-29,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-12-06,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-12-13,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-12-20,V80691311,Prime rate,7.2,Bank of Canada Valet API
2023-12-27,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-01-03,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-01-10,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-01-17,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-01-24,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-01-31,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-02-07,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-02-14,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-02-21,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-02-28,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-03-06,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-03-13,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-03-20,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-03-27,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-04-03,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-04-10,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-04-17,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-04-24,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-05-01,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-05-08,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-05-15,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-05-22,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-05-29,V80691311,Prime rate,7.2,Bank of Canada Valet API
2024-06-05,V80691311,Prime rate,7.2,Bank of Canada Valet API
